POP N MAF Chrom NS SS pNpS private TH.pNpS TH.private Status
IT_Tre_16_15 43259 0 genomewide 52425 150592 0.348126062473438 4.63607647581732 Keep Keep Keep
KA_to_14_fall 13098 0 genomewide 63842 183905 0.34714662461597 4.11720498609278 Keep Keep Keep
KA_to_14_spring 16197 0 genomewide 67565 189942 0.355713849490897 4.20943458219091 Keep Keep Keep
MA_la_12_fall 11961 0 genomewide 60348 175061 0.344725552807307 4.07776749038206 Keep Keep Keep
MA_la_12_spring 14680 0 genomewide 64915 181816 0.357036784441413 4.16672605558005 Keep Keep Keep
MA_la_14_fall 27204 0 genomewide 77947 204849 0.380509546055875 4.43463276617414 Keep Keep Keep
MA_la_14_spring 8941 0 genomewide 63595 183425 0.346708463949843 3.95138609488029 Keep Keep Keep
ME_bo_09_fall.r1 111320 0 genomewide 80385 179917 0.446789352868267 5.04657319766201 Keep Keep Keep
ME_bo_09_fall.r2 834889 0 genomewide 273443 223158 1.22533362012565 5.92162873908608 Exclude Exclude Exclude
MI_bh_14_fall 33711 0 genomewide 82384 208795 0.394568835460619 4.52777163558358 Keep Keep Keep
MI_bh_14_spring 21251 0 genomewide 76768 202347 0.379387883190756 4.32737937129285 Keep Keep Keep
NC_ra_03_n 4312 0 genomewide 40907 128155 0.319199406968125 3.63467875217868 Keep Keep Keep
NY_it_12_fall 13124 0 genomewide 54142 158817 0.340908089184407 4.11806622171401 Keep Keep Keep
NY_it_12_spring 21286 0 genomewide 66932 184908 0.361974603586649 4.32809405781503 Keep Keep Keep
ON_su_15_fall 19055 0 genomewide 71786 194636 0.36882180069463 4.28000895310819 Keep Keep Keep
ON_su_15_spring 7973 0 genomewide 69235 194288 0.356352425265585 3.90162176409336 Keep Keep Keep
PA_li_09_fall 13091 0 genomewide 65076 181612 0.358324339801335 4.11697282286045 Keep Keep Keep
PA_li_09_spring 30520 0 genomewide 77750 178961 0.434452199082482 4.48458452928284 Keep Keep Keep
PA_li_10_fall 27183 0 genomewide 69680 172816 0.403203407091936 4.43429738512451 Keep Keep Keep
PA_li_10_spring 9277 0 genomewide 24471 49421 0.495153881953016 3.96740755659747 Keep Keep Keep
PA_li_11_fall 2221882 0 genomewide 488712 355271 1.37560341260615 6.34672099064911 Exclude Exclude Exclude
PA_li_11_frost 11545 0 genomewide 65726 177914 0.369425677574559 4.0623939372532 Keep Keep Keep
PA_li_11_spring 14109 0 genomewide 67044 181258 0.3698816052257 4.14949623346574 Keep Keep Keep
PA_li_12_fall 4173 0 genomewide 48681 153109 0.31794995722002 3.62044838471171 Keep Keep Keep
PA_li_12_spring 9269 0 genomewide 67179 188592 0.356213413082209 3.9670328821587 Keep Keep Keep
PA_li_12_sum 14423 0 genomewide 63849 181464 0.351854913371247 4.15905560351349 Keep Keep Keep
PA_li_13_spring 16844 0 genomewide 67923 189767 0.357928406941144 4.22644523274823 Keep Keep Keep
PA_li_14_fall 25774 0 genomewide 81526 210024 0.388174684797928 4.41118182418225 Keep Keep Keep
PA_li_14_spring 9238 0 genomewide 65830 186435 0.353098935285756 3.96557795791053 Keep Keep Keep
PA_li_15_fall 24282 0 genomewide 76774 202501 0.379128991955595 4.38528445477521 Keep Keep Keep
PA_li_15_spring 31974 0 genomewide 91805 225066 0.407902570801454 4.50479697062456 Keep Keep Keep
PA_st_14_fall 17460 0 genomewide 72679 196558 0.369758544551735 4.24204423936955 Keep Keep Keep
PA_st_14_spring 19801 0 genomewide 68510 187498 0.365390564166018 4.2966871237724 Keep Keep Keep
PA_st_15_spring 15641 0 genomewide 71442 195417 0.36558743609819 4.19426451602552 Keep Keep Keep
PO_Brz_15_12 16829 0 genomewide 59237 151100 0.392038385175381 4.22605831042711 Keep Keep Keep
PO_Brz_16_17 28741 0 genomewide 63916 169669 0.376709947014481 4.45850187468639 Keep Keep Keep
PO_Gda_16_16 25351 0 genomewide 59006 161697 0.36491709802903 4.40399509526368 Keep Keep Keep
PT_Rec_14_33 64881 0 genomewide 71430 162300 0.440110905730129 4.81211753496289 Keep Keep Keep
PT_Rec_15_16 42326 0 genomewide 46045 142359 0.323442845201217 4.6266072276044 Keep Keep Keep
PT_Rec_16_18 64252 0 genomewide 74568 192144 0.388083937047215 4.8078866506873 Keep Keep Keep
RS_Kal_16_28 24339 0 genomewide 55579 150450 0.36941841143237 4.38630273069752 Keep Keep Keep
RS_Kal_16_29 31434 0 genomewide 60207 158027 0.380991855822106 4.49739964883159 Keep Keep Keep
RS_Sla_16_30 18654 0 genomewide 54917 151257 0.36307080002909 4.27077197242684 Keep Keep Keep
RS_Sla_16_31 20151 0 genomewide 54817 150372 0.364542601016147 4.30429660301836 Keep Keep Keep
RU_Ale_15_55 6431 0 genomewide 34299 99937 0.343206219918549 3.80827850958277 Keep Keep Keep
RU_Ale_16_22 30115 0 genomewide 62881 167835 0.374659635951977 4.4787828675066 Keep Keep Keep
RU_tul_15_37 11832 0 genomewide 52124 139831 0.372764265434703 4.07305816098884 Keep Keep Keep
RU_Val_14_51 780659 0 genomewide 292530 207876 1.40723315822894 5.89246137093464 Exclude Exclude Exclude
RU_val_15_36 7907 0 genomewide 52257 134539 0.388415255056155 3.8980117387975 Keep Keep Keep
RU_val_15_38 5856 0 genomewide 50057 134179 0.373061358334762 3.76760106805034 Keep Keep Keep
RU_Val_16_19 28604 0 genomewide 63854 168622 0.378681310860979 4.45642676936883 Keep Keep Keep
RU_Val_16_20 34618 0 genomewide 63560 165433 0.384203877098281 4.53930197358981 Keep Keep Keep
RU_Val_16_21 27496 0 genomewide 47472 133631 0.355246911270588 4.43926951912917 Keep Keep Keep
SC_eu_10_spring 29352 0 genomewide 70093 174187 0.402400868032632 4.46763769874789 Keep Keep Keep
SE_Lun_14_30 15317 0 genomewide 59498 167006 0.356262649246135 4.18517371235734 Keep Keep Keep
SE_Lun_15_14 19478 0 genomewide 61542 157884 0.389792505890401 4.28954436149765 Keep Keep Keep
SE_Lun_15_15 14831 0 genomewide 57892 149941 0.386098532089288 4.17117043490162 Keep Keep Keep
TR_Yes_14_03 659048 0 genomewide 242789 181687 1.33630364307848 5.81891704642402 Exclude Exclude Exclude
TR_Yes_14_04 470919 0 genomewide 215226 177610 1.21178987669613 5.67294621311992 Exclude Exclude Exclude
TR_Yes_15_3 19846 0 genomewide 60270 158411 0.380466002992216 4.29767298701945 Keep Keep Keep
TR_Yes_15_4 9105 0 genomewide 50187 142009 0.353407178418269 3.95927995013094 Keep Keep Keep
TR_Yes_15_5 20423 0 genomewide 65375 160693 0.406831660371018 4.31011953734681 Keep Keep Keep
TR_Yes_15_6 22423 0 genomewide 63370 161222 0.393060500427981 4.35069371692464 Keep Keep Keep
TR_Yes_15_7 77252 0 genomewide 42651 173293 0.246120731939547 4.8879097318214 Keep Keep Keep
TR_Yes_15_8 23419 0 genomewide 65334 163156 0.400438843805928 4.36956834659655 Keep Keep Keep
TR_Yes_16_39 29017 0 genomewide 61846 166689 0.371026282478148 4.46265250972837 Keep Keep Keep
TR_Yes_16_40 28537 0 genomewide 60712 162106 0.374520375556735 4.45540831524229 Keep Keep Keep
TR_Yes_16_41 36907 0 genomewide 68333 175565 0.389217668669723 4.56710874483269 Keep Keep Keep
TR_Yes_16_42 27024 0 genomewide 63837 172340 0.37041313682256 4.43174963222693 Keep Keep Keep
TR_Yes_16_43 33299 0 genomewide 68097 178129 0.382290362602384 4.52243119143416 Keep Keep Keep
TR_Yes_16_52 19963 0 genomewide 56705 159150 0.356299088909833 4.30022580676816 Keep Keep Keep
UA_Che_14_28 9090 0 genomewide 57858 162543 0.355955039589524 3.95856388322197 Keep Keep Keep
UA_Che_14_29 8589 0 genomewide 55871 156742 0.356452003930025 3.93394260274126 Keep Keep Keep
UA_Che_14_47 355912 0 genomewide 175478 180725 0.970966938719048 5.5513426310101 Exclude Exclude Exclude
UA_Che_14_48 364972 0 genomewide 174456 176571 0.988021815586931 5.56225954743747 Exclude Exclude Exclude
UA_Cho_15_24 9390 0 genomewide 54877 142210 0.385887068419942 3.97266559226611 Keep Keep Keep
UA_Cho_15_25 90 0 genomewide 30707 96865 0.317008207298818 1.95424250943932 Keep Keep Keep
UA_Cho_15_26 18767 0 genomewide 57074 153472 0.371885425354462 4.27339485399714 Keep Keep Keep
UA_Cho_15_27 9015 0 genomewide 54400 138414 0.393023827069516 3.95496573105842 Keep Keep Keep
UA_Cho_15_65 31387 0 genomewide 65028 169268 0.384171845830281 4.49674980739456 Keep Keep Keep
UA_Cho_15_67 23055 0 genomewide 62850 167703 0.374769682116599 4.36276512655543 Keep Keep Keep
UA_Cho_15_68 23042 0 genomewide 62562 168567 0.37114025876951 4.3625201722888 Keep Keep Keep
UA_Cho_15_69 20924 0 genomewide 59907 164106 0.365050638002267 4.3206447113554 Keep Keep Keep
UA_Cho_15_70 21630 0 genomewide 62183 167384 0.371499068011279 4.33505651943909 Keep Keep Keep
UA_Cho_16_54 21870 0 genomewide 63290 170313 0.371609918209414 4.33984878303764 Keep Keep Keep
UA_Cho_16_55 28951 0 genomewide 65251 171388 0.380720937288492 4.46166356934087 Keep Keep Keep
UA_Cho_16_62 23293 0 genomewide 63551 170504 0.372724393562614 4.36722542668583 Keep Keep Keep
UA_Dro_14_27 9878 0 genomewide 55778 157594 0.353934794471871 3.99466902182553 Keep Keep Keep
UA_Dro_15_10 10207 0 genomewide 56530 145576 0.388319503214816 4.00889811477094 Keep Keep Keep
UA_Dro_16_56 29128 0 genomewide 56623 151729 0.373185086568817 4.46431066592589 Keep Keep Keep
UA_Kan_16_57 23724 0 genomewide 62323 167560 0.371944378133206 4.3751879153613 Keep Keep Keep
UA_Kha_14_45 352223 0 genomewide 175728 177064 0.992454705643157 5.54681771178726 Exclude Exclude Exclude
UA_Kha_14_46 302783 0 genomewide 160033 165455 0.967229760357801 5.48113148769246 Exclude Exclude Exclude
UA_Kha_15_19 12342 0 genomewide 61553 151348 0.40669846975183 4.09138554207837 Keep Keep Keep
UA_Kha_16_58 25869 0 genomewide 59875 161838 0.369968734166265 4.4127796408203 Keep Keep Keep
UA_Kyi_14_23 9132 0 genomewide 52351 145217 0.360501869615816 3.9605659028182 Keep Keep Keep
UA_Kyi_14_24 6425 0 genomewide 50917 145735 0.349380725289052 3.80787313200333 Keep Keep Keep
UA_Kyi_14_49 292912 0 genomewide 154610 164208 0.941549741790899 5.4667371641945 Exclude Exclude Exclude
UA_Kyi_15_64 28484 0 genomewide 64102 168520 0.380382150486589 4.45460097709776 Keep Keep Keep
UA_Kyi_16_44 19999 0 genomewide 61416 166708 0.368404635650359 4.301008280397 Keep Keep Keep
UA_Kyi_16_45 19745 0 genomewide 58797 162829 0.361096610554631 4.29545713807256 Keep Keep Keep
UA_Kyi_16_59 26449 0 genomewide 64067 170747 0.375215962798761 4.4224092566097 Keep Keep Keep
UA_od_13_fall 11938 0 genomewide 64310 180219 0.356843618042493 4.07693157455566 Keep Keep Keep
UA_od_13_spring 23406 0 genomewide 64829 178036 0.364134220045384 4.36932720069543 Keep Keep Keep
UA_Ode_14_19 9553 0 genomewide 53713 149379 0.359575308443623 3.98013977774575 Keep Keep Keep
UA_Ode_14_20 7486 0 genomewide 50776 144286 0.351912174431338 3.8742498227784 Keep Keep Keep
UA_Ode_14_21 9447 0 genomewide 54827 154723 0.354355848839539 3.97529391535621 Keep Keep Keep
UA_Ode_14_22 7599 0 genomewide 54578 154284 0.353750226854372 3.88075644451021 Keep Keep Keep
UA_Ode_15_11 11536 0 genomewide 57062 157913 0.361350870415989 4.06205524737535 Keep Keep Keep
UA_Ode_15_20 8802 0 genomewide 56116 147780 0.379726620652321 3.94458136422693 Keep Keep Keep
UA_Ode_15_22 7520 0 genomewide 56304 148351 0.379532325363496 3.87621784059164 Keep Keep Keep
UA_Ode_15_66 21429 0 genomewide 58462 160445 0.364374084577269 4.3310019048442 Keep Keep Keep
UA_Ode_16_46 23346 0 genomewide 55110 152308 0.361832602358379 4.36821248118739 Keep Keep Keep
UA_Ode_16_47 17965 0 genomewide 55320 155357 0.356083086053412 4.25442722154067 Keep Keep Keep
UA_Pyr_14_26 11499 0 genomewide 60359 167248 0.360895197550942 4.06066007397401 Keep Keep Keep
UA_Pyr_15_21 7694 0 genomewide 57612 148608 0.387677648578811 3.8861521819708 Keep Keep Keep
UA_Pir_16_48 27503 0 genomewide 57210 154433 0.370451911184786 4.43938006882606 Keep Keep Keep
UA_Pyr_16_49 28838 0 genomewide 66313 174388 0.380261256508475 4.4599651374939 Keep Keep Keep
UA_Uma_14_50 317844 0 genomewide 167912 167430 1.00287881502718 5.50221401758656 Exclude Exclude Exclude
UA_Uma_15_9 8097 0 genomewide 57793 152020 0.380167083278516 3.90832413927618 Keep Keep Keep
UA_Uma_16_50 14359 0 genomewide 53726 152998 0.351154917057739 4.15712419550487 Keep Keep Keep
UA_Uma_16_51 17749 0 genomewide 55328 154634 0.357799707696884 4.24917388940711 Keep Keep Keep
UA_Var_14_25 8767 0 genomewide 56104 154527 0.363069237091253 3.94285100655434 Keep Keep Keep
UA_Var_15_18 8044 0 genomewide 57097 148571 0.384307839349537 3.9054720619247 Keep Keep Keep
UA_Var_16_60 20594 0 genomewide 58778 160616 0.365953578721921 4.31374070840577 Keep Keep Keep
UA_Yal_14_16 12527 0 genomewide 58473 160064 0.36531012594962 4.09784707742334 Keep Keep Keep
UA_Yal_14_18 11454 0 genomewide 56668 154898 0.365840746814032 4.05895717877731 Keep Keep Keep
UA_Yal_15_23 11978 0 genomewide 43487 123928 0.350905364405138 4.07838430874819 Keep Keep Keep
UA_Yal_15_63 22469 0 genomewide 59565 160546 0.371015160763893 4.35158374424173 Keep Keep Keep
UA_Yal_16_61 22220 0 genomewide 56028 152115 0.368326595010354 4.34674405460485 Keep Keep Keep
UK_Dai_15_52 14909 0 genomewide 48612 131308 0.370213543729247 4.17344851474431 Keep Keep Keep
UK_Dai_16_23 32838 0 genomewide 62793 168149 0.373436654395804 4.51637669852615 Keep Keep Keep
UK_Lut_14_13 22101 0 genomewide 62357 168575 0.369906569776064 4.34441192457455 Keep Keep Keep
UK_Mar_14_12 20999 0 genomewide 61845 168880 0.366206774040739 4.32219861355189 Keep Keep Keep
UK_Mar_15_42 19660 0 genomewide 60545 153144 0.395346863083111 4.29358351349612 Keep Keep Keep
UK_Mar_16_53 38323 0 genomewide 69874 181810 0.384324294593257 4.58345949916559 Keep Keep Keep
UK_She_14_09 133212 0 genomewide 72520 102391 0.708265374886465 5.12454334870097 Keep Keep Keep
UK_She_15_17 22550 0 genomewide 58562 160569 0.364715480572215 4.35314654621398 Keep Keep Keep
UK_Sou_14_10 344966 0 genomewide 168180 176009 0.955519320034771 5.53777629292825 Exclude Exclude Exclude
VA_ch_12_fall 19903 0 genomewide 57125 171135 0.333800800537587 4.2989185430051 Keep Keep Keep
VA_ch_12_spring 17857 0 genomewide 68297 184888 0.369396607675998 4.25180849862405 Keep Keep Keep
VA_ch_14_fall 20810 0 genomewide 72148 192912 0.37399436012275 4.31827208021163 Keep Keep Keep
VA_ch_14_spring 18728 0 genomewide 70707 191305 0.369603512715298 4.27249140068857 Keep Keep Keep
VA_ch_15_fall 15267 0 genomewide 71937 195464 0.368031964965416 4.18375370559296 Keep Keep Keep
VA_ch_15_spring 14837 0 genomewide 72310 196762 0.367499822120125 4.17134609668718 Keep Keep Keep
WA_se_14_spring 46262 0 genomewide 88122 216388 0.407240697266022 4.66522440427092 Keep Keep Keep
WI_cp_12_fall 8835 0 genomewide 59707 174983 0.341216003840373 3.94620655384278 Keep Keep Keep
WI_cp_12_frost 8601 0 genomewide 58405 171952 0.339658741974505 3.93454894766615 Keep Keep Keep
WI_cp_12_spring 4691 0 genomewide 39570 123224 0.32112250860222 3.67126543294716 Keep Keep Keep
WI_cp_13_fall 16484 0 genomewide 68306 189435 0.360577506796527 4.21706260585255 Keep Keep Keep
WI_cp_13_spring 143585 0 genomewide 98725 243087 0.406130315483757 5.15710907251429 Keep Keep Keep
WI_cp_14_fall 42164 0 genomewide 84434 212318 0.397677069301708 4.62494180465999 Keep Keep Keep
WI_cp_14_spring 26344 0 genomewide 67112 193343 0.347113678798819 4.42068171770385 Keep Keep Keep
